"query","column","value"
"08_card_by_year","[Spend]","4965.11"
"08_card_by_year","[Txn]","205"
"08_card_by_year","[Decline]","0.00975609756097561"
"08_card_by_year","Card[Card]","6066"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","23324.18"
"08_card_by_year","[Txn]","336"
"08_card_by_year","[Decline]","0.0416666666666667"
"08_card_by_year","Card[Card]","2309"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","40680.85"
"08_card_by_year","[Txn]","472"
"08_card_by_year","[Decline]","0.00635593220338983"
"08_card_by_year","Card[Card]","1015"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","2669.53"
"08_card_by_year","[Txn]","127"
"08_card_by_year","[Decline]","0.0236220472440945"
"08_card_by_year","Card[Card]","4516"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","9748.37"
"08_card_by_year","[Txn]","313"
"08_card_by_year","[Decline]","0.0287539936102236"
"08_card_by_year","Card[Card]","3466"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","26450.27"
"08_card_by_year","[Txn]","549"
"08_card_by_year","[Decline]","0.0109289617486339"
"08_card_by_year","Card[Card]","2666"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","15070.09"
"08_card_by_year","[Txn]","309"
"08_card_by_year","[Decline]","0.0129449838187702"
"08_card_by_year","Card[Card]","2318"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","20535.78"
"08_card_by_year","[Txn]","310"
"08_card_by_year","[Decline]","0.00645161290322581"
"08_card_by_year","Card[Card]","3991"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","21742.71"
"08_card_by_year","[Txn]","485"
"08_card_by_year","[Decline]","0.0123711340206186"
"08_card_by_year","Card[Card]","1353"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","24331.28"
"08_card_by_year","[Txn]","704"
"08_card_by_year","[Decline]","0.00426136363636364"
"08_card_by_year","Card[Card]","5272"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4352.05"
"08_card_by_year","[Txn]","158"
"08_card_by_year","[Decline]","0.00632911392405063"
"08_card_by_year","Card[Card]","3725"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","14075"
"08_card_by_year","[Txn]","225"
"08_card_by_year","[Decline]","0.0177777777777778"
"08_card_by_year","Card[Card]","2600"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3535.6"
"08_card_by_year","[Txn]","159"
"08_card_by_year","[Decline]","0.0440251572327044"
"08_card_by_year","Card[Card]","4936"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","2275.23"
"08_card_by_year","[Txn]","78"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","3094"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","37927.63"
"08_card_by_year","[Txn]","920"
"08_card_by_year","[Decline]","0.0184782608695652"
"08_card_by_year","Card[Card]","3891"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","5138.23"
"08_card_by_year","[Txn]","139"
"08_card_by_year","[Decline]","0.0143884892086331"
"08_card_by_year","Card[Card]","4428"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","8333.44"
"08_card_by_year","[Txn]","280"
"08_card_by_year","[Decline]","0.00714285714285714"
"08_card_by_year","Card[Card]","172"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","21761.69"
"08_card_by_year","[Txn]","402"
"08_card_by_year","[Decline]","0.0447761194029851"
"08_card_by_year","Card[Card]","307"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3088.33"
"08_card_by_year","[Txn]","86"
"08_card_by_year","[Decline]","0.0232558139534884"
"08_card_by_year","Card[Card]","5227"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","6475.19"
"08_card_by_year","[Txn]","95"
"08_card_by_year","[Decline]","0.0210526315789474"
"08_card_by_year","Card[Card]","4233"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","17021.71"
"08_card_by_year","[Txn]","257"
"08_card_by_year","[Decline]","0.00389105058365759"
"08_card_by_year","Card[Card]","3461"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","16499.82"
"08_card_by_year","[Txn]","331"
"08_card_by_year","[Decline]","0.00906344410876133"
"08_card_by_year","Card[Card]","4193"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","2376.01"
"08_card_by_year","[Txn]","195"
"08_card_by_year","[Decline]","0.0102564102564103"
"08_card_by_year","Card[Card]","3525"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","10443.67"
"08_card_by_year","[Txn]","235"
"08_card_by_year","[Decline]","0.0382978723404255"
"08_card_by_year","Card[Card]","3940"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","7886.41"
"08_card_by_year","[Txn]","147"
"08_card_by_year","[Decline]","0.0272108843537415"
"08_card_by_year","Card[Card]","4998"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","12542.23"
"08_card_by_year","[Txn]","248"
"08_card_by_year","[Decline]","0.0241935483870968"
"08_card_by_year","Card[Card]","2079"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","19534.25"
"08_card_by_year","[Txn]","351"
"08_card_by_year","[Decline]","0.0056980056980057"
"08_card_by_year","Card[Card]","4492"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","6203.32"
"08_card_by_year","[Txn]","260"
"08_card_by_year","[Decline]","0.0153846153846154"
"08_card_by_year","Card[Card]","3420"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3597.33"
"08_card_by_year","[Txn]","113"
"08_card_by_year","[Decline]","0.00884955752212389"
"08_card_by_year","Card[Card]","5786"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","36783.35"
"08_card_by_year","[Txn]","419"
"08_card_by_year","[Decline]","0.0286396181384248"
"08_card_by_year","Card[Card]","3296"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","11380.98"
"08_card_by_year","[Txn]","229"
"08_card_by_year","[Decline]","0.0218340611353712"
"08_card_by_year","Card[Card]","1069"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","30610.03"
"08_card_by_year","[Txn]","494"
"08_card_by_year","[Decline]","0.0121457489878543"
"08_card_by_year","Card[Card]","4986"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","11861.37"
"08_card_by_year","[Txn]","205"
"08_card_by_year","[Decline]","0.0146341463414634"
"08_card_by_year","Card[Card]","152"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","10086.84"
"08_card_by_year","[Txn]","397"
"08_card_by_year","[Decline]","0.0100755667506297"
"08_card_by_year","Card[Card]","3803"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","2550.08"
"08_card_by_year","[Txn]","138"
"08_card_by_year","[Decline]","0.0144927536231884"
"08_card_by_year","Card[Card]","5938"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","9085.95"
"08_card_by_year","[Txn]","216"
"08_card_by_year","[Decline]","0.00925925925925926"
"08_card_by_year","Card[Card]","4150"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","8763.15"
"08_card_by_year","[Txn]","382"
"08_card_by_year","[Decline]","0.0157068062827225"
"08_card_by_year","Card[Card]","3727"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","19372.34"
"08_card_by_year","[Txn]","330"
"08_card_by_year","[Decline]","0.0303030303030303"
"08_card_by_year","Card[Card]","4700"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","9696.86"
"08_card_by_year","[Txn]","252"
"08_card_by_year","[Decline]","0.0158730158730159"
"08_card_by_year","Card[Card]","3041"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","8723.14"
"08_card_by_year","[Txn]","317"
"08_card_by_year","[Decline]","0.0126182965299685"
"08_card_by_year","Card[Card]","5277"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","23310.56"
"08_card_by_year","[Txn]","352"
"08_card_by_year","[Decline]","0.0142045454545455"
"08_card_by_year","Card[Card]","1266"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","7485.11"
"08_card_by_year","[Txn]","184"
"08_card_by_year","[Decline]","0.0108695652173913"
"08_card_by_year","Card[Card]","1267"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","6507.49"
"08_card_by_year","[Txn]","227"
"08_card_by_year","[Decline]","0.013215859030837"
"08_card_by_year","Card[Card]","3778"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","10062.07"
"08_card_by_year","[Txn]","264"
"08_card_by_year","[Decline]","0.0151515151515152"
"08_card_by_year","Card[Card]","174"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","7015.45"
"08_card_by_year","[Txn]","246"
"08_card_by_year","[Decline]","0.0121951219512195"
"08_card_by_year","Card[Card]","3904"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","1936.96"
"08_card_by_year","[Txn]","120"
"08_card_by_year","[Decline]","0.0333333333333333"
"08_card_by_year","Card[Card]","4008"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3012.03"
"08_card_by_year","[Txn]","124"
"08_card_by_year","[Decline]","0.0161290322580645"
"08_card_by_year","Card[Card]","5367"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4708.08"
"08_card_by_year","[Txn]","174"
"08_card_by_year","[Decline]","0.028735632183908"
"08_card_by_year","Card[Card]","2889"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3063.59"
"08_card_by_year","[Txn]","155"
"08_card_by_year","[Decline]","0.0258064516129032"
"08_card_by_year","Card[Card]","3734"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3211.1"
"08_card_by_year","[Txn]","143"
"08_card_by_year","[Decline]","0.020979020979021"
"08_card_by_year","Card[Card]","3243"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3079.33"
"08_card_by_year","[Txn]","141"
"08_card_by_year","[Decline]","0.0354609929078014"
"08_card_by_year","Card[Card]","1095"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","8900.13"
"08_card_by_year","[Txn]","571"
"08_card_by_year","[Decline]","0.0157618213660245"
"08_card_by_year","Card[Card]","2188"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","7512.35"
"08_card_by_year","[Txn]","523"
"08_card_by_year","[Decline]","0.0152963671128107"
"08_card_by_year","Card[Card]","2950"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","19800.21"
"08_card_by_year","[Txn]","786"
"08_card_by_year","[Decline]","0.00636132315521628"
"08_card_by_year","Card[Card]","2207"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","7189.56"
"08_card_by_year","[Txn]","552"
"08_card_by_year","[Decline]","0.00905797101449275"
"08_card_by_year","Card[Card]","78"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","8831.66"
"08_card_by_year","[Txn]","194"
"08_card_by_year","[Decline]","0.00515463917525773"
"08_card_by_year","Card[Card]","3325"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4671.54"
"08_card_by_year","[Txn]","89"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","2665"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","6733.96"
"08_card_by_year","[Txn]","181"
"08_card_by_year","[Decline]","0.0110497237569061"
"08_card_by_year","Card[Card]","3670"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3613.31"
"08_card_by_year","[Txn]","242"
"08_card_by_year","[Decline]","0.012396694214876"
"08_card_by_year","Card[Card]","5103"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4164.09"
"08_card_by_year","[Txn]","74"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","3092"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","23022.26"
"08_card_by_year","[Txn]","686"
"08_card_by_year","[Decline]","0.0102040816326531"
"08_card_by_year","Card[Card]","1222"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","39044.07"
"08_card_by_year","[Txn]","1745"
"08_card_by_year","[Decline]","0.00515759312320917"
"08_card_by_year","Card[Card]","2166"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","14380.82"
"08_card_by_year","[Txn]","299"
"08_card_by_year","[Decline]","0.0234113712374582"
"08_card_by_year","Card[Card]","277"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","12374.85"
"08_card_by_year","[Txn]","645"
"08_card_by_year","[Decline]","0.013953488372093"
"08_card_by_year","Card[Card]","3829"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3560.31"
"08_card_by_year","[Txn]","99"
"08_card_by_year","[Decline]","0.0808080808080808"
"08_card_by_year","Card[Card]","3404"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3084.7"
"08_card_by_year","[Txn]","143"
"08_card_by_year","[Decline]","0.00699300699300699"
"08_card_by_year","Card[Card]","4574"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","11271.72"
"08_card_by_year","[Txn]","164"
"08_card_by_year","[Decline]","0.0365853658536585"
"08_card_by_year","Card[Card]","4698"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","6462"
"08_card_by_year","[Txn]","167"
"08_card_by_year","[Decline]","0.00598802395209581"
"08_card_by_year","Card[Card]","3476"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4143.93"
"08_card_by_year","[Txn]","165"
"08_card_by_year","[Decline]","0.0242424242424242"
"08_card_by_year","Card[Card]","5281"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","13456.64"
"08_card_by_year","[Txn]","623"
"08_card_by_year","[Decline]","0.0272873194221509"
"08_card_by_year","Card[Card]","5182"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","10281.43"
"08_card_by_year","[Txn]","191"
"08_card_by_year","[Decline]","0.031413612565445"
"08_card_by_year","Card[Card]","4006"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4214.49"
"08_card_by_year","[Txn]","149"
"08_card_by_year","[Decline]","0.0201342281879195"
"08_card_by_year","Card[Card]","2240"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","27848.5"
"08_card_by_year","[Txn]","332"
"08_card_by_year","[Decline]","0.0120481927710843"
"08_card_by_year","Card[Card]","5406"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","35265.08"
"08_card_by_year","[Txn]","299"
"08_card_by_year","[Decline]","0.0133779264214047"
"08_card_by_year","Card[Card]","2688"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","9646.35"
"08_card_by_year","[Txn]","276"
"08_card_by_year","[Decline]","0.0181159420289855"
"08_card_by_year","Card[Card]","286"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","20296.19"
"08_card_by_year","[Txn]","450"
"08_card_by_year","[Decline]","0.0355555555555556"
"08_card_by_year","Card[Card]","313"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","10073.37"
"08_card_by_year","[Txn]","338"
"08_card_by_year","[Decline]","0.0118343195266272"
"08_card_by_year","Card[Card]","4318"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","15183.73"
"08_card_by_year","[Txn]","431"
"08_card_by_year","[Decline]","0.0139211136890951"
"08_card_by_year","Card[Card]","5005"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","11929.88"
"08_card_by_year","[Txn]","232"
"08_card_by_year","[Decline]","0.0129310344827586"
"08_card_by_year","Card[Card]","5788"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4360.55"
"08_card_by_year","[Txn]","95"
"08_card_by_year","[Decline]","0.0210526315789474"
"08_card_by_year","Card[Card]","2063"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","17067.48"
"08_card_by_year","[Txn]","239"
"08_card_by_year","[Decline]","0.0167364016736402"
"08_card_by_year","Card[Card]","4549"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","15810.48"
"08_card_by_year","[Txn]","361"
"08_card_by_year","[Decline]","0.0277008310249307"
"08_card_by_year","Card[Card]","4538"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","10624.5"
"08_card_by_year","[Txn]","306"
"08_card_by_year","[Decline]","0.0359477124183007"
"08_card_by_year","Card[Card]","4194"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","17209.24"
"08_card_by_year","[Txn]","215"
"08_card_by_year","[Decline]","0.00465116279069767"
"08_card_by_year","Card[Card]","5519"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","31211.47"
"08_card_by_year","[Txn]","473"
"08_card_by_year","[Decline]","0.0380549682875264"
"08_card_by_year","Card[Card]","5015"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4545.37"
"08_card_by_year","[Txn]","249"
"08_card_by_year","[Decline]","0.0281124497991968"
"08_card_by_year","Card[Card]","4097"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","5082.57"
"08_card_by_year","[Txn]","281"
"08_card_by_year","[Decline]","0.0177935943060498"
"08_card_by_year","Card[Card]","4639"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","35350.39"
"08_card_by_year","[Txn]","566"
"08_card_by_year","[Decline]","0.0141342756183746"
"08_card_by_year","Card[Card]","2003"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","12709.54"
"08_card_by_year","[Txn]","212"
"08_card_by_year","[Decline]","0.0141509433962264"
"08_card_by_year","Card[Card]","1141"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","11610.54"
"08_card_by_year","[Txn]","199"
"08_card_by_year","[Decline]","0.0301507537688442"
"08_card_by_year","Card[Card]","984"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","18194.47"
"08_card_by_year","[Txn]","219"
"08_card_by_year","[Decline]","0.0136986301369863"
"08_card_by_year","Card[Card]","4999"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","10711.5"
"08_card_by_year","[Txn]","224"
"08_card_by_year","[Decline]","0.03125"
"08_card_by_year","Card[Card]","4824"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","18888.75"
"08_card_by_year","[Txn]","206"
"08_card_by_year","[Decline]","0.0145631067961165"
"08_card_by_year","Card[Card]","5916"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4263.36"
"08_card_by_year","[Txn]","238"
"08_card_by_year","[Decline]","0.0294117647058824"
"08_card_by_year","Card[Card]","6010"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","30144.09"
"08_card_by_year","[Txn]","473"
"08_card_by_year","[Decline]","0.0126849894291755"
"08_card_by_year","Card[Card]","4783"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","29312.98"
"08_card_by_year","[Txn]","495"
"08_card_by_year","[Decline]","0.0141414141414141"
"08_card_by_year","Card[Card]","3917"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","2923.87"
"08_card_by_year","[Txn]","93"
"08_card_by_year","[Decline]","0.032258064516129"
"08_card_by_year","Card[Card]","5869"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","767.35"
"08_card_by_year","[Txn]","179"
"08_card_by_year","[Decline]","0.0111731843575419"
"08_card_by_year","Card[Card]","4807"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4817.27"
"08_card_by_year","[Txn]","129"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","3488"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3693.89"
"08_card_by_year","[Txn]","119"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","5715"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","836.67"
"08_card_by_year","[Txn]","38"
"08_card_by_year","[Decline]","0.0263157894736842"
"08_card_by_year","Card[Card]","4266"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","10457.17"
"08_card_by_year","[Txn]","204"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","4274"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3870.26"
"08_card_by_year","[Txn]","158"
"08_card_by_year","[Decline]","0.0316455696202532"
"08_card_by_year","Card[Card]","317"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3559.82"
"08_card_by_year","[Txn]","90"
"08_card_by_year","[Decline]","0.0111111111111111"
"08_card_by_year","Card[Card]","5350"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","13430.54"
"08_card_by_year","[Txn]","264"
"08_card_by_year","[Decline]","0.0113636363636364"
"08_card_by_year","Card[Card]","2114"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","10319.12"
"08_card_by_year","[Txn]","381"
"08_card_by_year","[Decline]","0.005249343832021"
"08_card_by_year","Card[Card]","4361"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4723.71"
"08_card_by_year","[Txn]","114"
"08_card_by_year","[Decline]","0.0175438596491228"
"08_card_by_year","Card[Card]","2238"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","9935.95"
"08_card_by_year","[Txn]","231"
"08_card_by_year","[Decline]","0.0346320346320346"
"08_card_by_year","Card[Card]","4795"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3760.95"
"08_card_by_year","[Txn]","131"
"08_card_by_year","[Decline]","0.0152671755725191"
"08_card_by_year","Card[Card]","1155"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4667.01"
"08_card_by_year","[Txn]","74"
"08_card_by_year","[Decline]","0.0405405405405405"
"08_card_by_year","Card[Card]","284"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","5380.29"
"08_card_by_year","[Txn]","153"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","5386"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","5881.72"
"08_card_by_year","[Txn]","174"
"08_card_by_year","[Decline]","0.0229885057471264"
"08_card_by_year","Card[Card]","4280"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","471.08"
"08_card_by_year","[Txn]","25"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","58"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","5768.03"
"08_card_by_year","[Txn]","206"
"08_card_by_year","[Decline]","0.0145631067961165"
"08_card_by_year","Card[Card]","2959"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","14943.08"
"08_card_by_year","[Txn]","202"
"08_card_by_year","[Decline]","0.0099009900990099"
"08_card_by_year","Card[Card]","5939"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","15860.07"
"08_card_by_year","[Txn]","241"
"08_card_by_year","[Decline]","0.020746887966805"
"08_card_by_year","Card[Card]","4297"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","17339.45"
"08_card_by_year","[Txn]","496"
"08_card_by_year","[Decline]","0.00604838709677419"
"08_card_by_year","Card[Card]","4367"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","3470.72"
"08_card_by_year","[Txn]","145"
"08_card_by_year","[Decline]","0.00689655172413793"
"08_card_by_year","Card[Card]","1146"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","7964.77"
"08_card_by_year","[Txn]","173"
"08_card_by_year","[Decline]","0.0173410404624277"
"08_card_by_year","Card[Card]","3076"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","35201.89"
"08_card_by_year","[Txn]","873"
"08_card_by_year","[Decline]","0.0148911798396334"
"08_card_by_year","Card[Card]","2691"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","7388.97"
"08_card_by_year","[Txn]","227"
"08_card_by_year","[Decline]","0.0220264317180617"
"08_card_by_year","Card[Card]","4334"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","5774.17"
"08_card_by_year","[Txn]","86"
"08_card_by_year","[Decline]","0.0116279069767442"
"08_card_by_year","Card[Card]","3507"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","11716.83"
"08_card_by_year","[Txn]","158"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","191"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","16281.37"
"08_card_by_year","[Txn]","173"
"08_card_by_year","[Decline]","0.023121387283237"
"08_card_by_year","Card[Card]","4602"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","8078.27"
"08_card_by_year","[Txn]","186"
"08_card_by_year","[Decline]","0.0161290322580645"
"08_card_by_year","Card[Card]","5773"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","16640.04"
"08_card_by_year","[Txn]","394"
"08_card_by_year","[Decline]","0.0126903553299492"
"08_card_by_year","Card[Card]","5033"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","11465.36"
"08_card_by_year","[Txn]","484"
"08_card_by_year","[Decline]","0.0103305785123967"
"08_card_by_year","Card[Card]","3921"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","18611.7"
"08_card_by_year","[Txn]","432"
"08_card_by_year","[Decline]","0.0347222222222222"
"08_card_by_year","Card[Card]","3758"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","4584.18"
"08_card_by_year","[Txn]","226"
"08_card_by_year","[Decline]","0.0398230088495575"
"08_card_by_year","Card[Card]","4231"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","13596.62"
"08_card_by_year","[Txn]","375"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","149"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","18111.3"
"08_card_by_year","[Txn]","203"
"08_card_by_year","[Decline]","0.0246305418719212"
"08_card_by_year","Card[Card]","6045"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","26958.73"
"08_card_by_year","[Txn]","668"
"08_card_by_year","[Decline]","0.0119760479041916"
"08_card_by_year","Card[Card]","5929"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","6340.67"
"08_card_by_year","[Txn]","184"
"08_card_by_year","[Decline]","0.0271739130434783"
"08_card_by_year","Card[Card]","5837"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","20996.24"
"08_card_by_year","[Txn]","367"
"08_card_by_year","[Decline]","0.0108991825613079"
"08_card_by_year","Card[Card]","2248"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","25132.13"
"08_card_by_year","[Txn]","517"
"08_card_by_year","[Decline]","0.0193423597678917"
"08_card_by_year","Card[Card]","3500"
"08_card_by_year","Date[Year]","2015"
"08_card_by_year","[Spend]","69124.95"
"08_card_by_year","[Txn]","531"
"08_card_by_year","[Decline]","0.0131826741996234"
